"","X","id_odsp","time","event_type","side","is_goal"
"14993",397237,"OzPGsCbm/",74,7,1,0
"14994",397243,"OzPGsCbm/",78,7,2,0
"14995",397254,"OzPGsCbm/",85,7,1,0
"14996",397332,"QgU39C10/",70,7,2,0
"14997",397346,"QgU39C10/",79,7,1,0
"14998",397350,"QgU39C10/",83,7,1,0
"14999",397352,"QgU39C10/",84,1,1,1
"15000",397358,"QgU39C10/",87,1,2,1
"15001",397361,"QgU39C10/",90,7,1,0
"15002",397377,"ShRgSWb0/",11,1,1,1
"15003",397400,"ShRgSWb0/",39,1,2,1
"15004",397416,"ShRgSWb0/",59,7,2,0
"15005",397417,"ShRgSWb0/",59,7,2,0
"15006",397421,"ShRgSWb0/",64,7,1,0
"15007",397422,"ShRgSWb0/",64,7,1,0
"15008",397450,"ShRgSWb0/",83,7,2,0
"15009",397458,"ShRgSWb0/",87,1,2,1
"15010",397831,"xjTY4Sc2/",18,1,2,1
"15011",397867,"xjTY4Sc2/",56,7,1,0
"15012",397894,"xjTY4Sc2/",72,7,2,0
"15013",397899,"xjTY4Sc2/",79,7,2,0
"15014",397900,"xjTY4Sc2/",79,7,1,0
"15015",397916,"xjTY4Sc2/",88,1,1,1
"15016",397989,"4xVQ6lTk/",61,1,1,1
"15017",397995,"4xVQ6lTk/",65,7,2,0
"15018",398015,"4xVQ6lTk/",79,7,1,0
"15019",398016,"4xVQ6lTk/",79,7,2,0
"15020",398017,"4xVQ6lTk/",79,7,2,0
"15021",398031,"4xVQ6lTk/",89,7,1,0
"15022",398034,"4xVQ6lTk/",90,1,2,1
"15023",398067,"8IZbAhnf/",40,1,1,1
"15024",398077,"8IZbAhnf/",51,1,1,1
"15025",398083,"8IZbAhnf/",56,7,2,0
"15026",398090,"8IZbAhnf/",66,7,2,0
"15027",398099,"8IZbAhnf/",75,7,1,0
"15028",398107,"8IZbAhnf/",80,7,2,0
"15029",398114,"8IZbAhnf/",83,7,1,0
"15030",398128,"8IZbAhnf/",90,7,1,0
"15031",398248,"b7SB7jWC/",19,1,1,1
"15032",398267,"b7SB7jWC/",43,1,1,1
"15033",398271,"b7SB7jWC/",45,7,2,0
"15034",398272,"b7SB7jWC/",45,7,2,0
"15035",398279,"b7SB7jWC/",54,7,1,0
"15036",398289,"b7SB7jWC/",63,7,2,0
"15037",398293,"b7SB7jWC/",69,7,1,0
"15038",398299,"b7SB7jWC/",76,1,1,1
"15039",398301,"b7SB7jWC/",79,7,1,0
"15040",398682,"GzaFDK12/",27,1,2,1
"15041",398688,"GzaFDK12/",33,1,1,1
"15042",398689,"GzaFDK12/",34,1,2,1
"15043",398698,"GzaFDK12/",42,1,1,1
"15044",398709,"GzaFDK12/",55,7,1,0
"15045",398710,"GzaFDK12/",57,1,1,1
"15046",398714,"GzaFDK12/",61,7,2,0
"15047",398722,"GzaFDK12/",71,7,2,0
"15048",398726,"GzaFDK12/",74,7,1,0
"15049",398734,"GzaFDK12/",77,1,2,1
"15050",398743,"GzaFDK12/",81,7,1,0
"15051",398744,"GzaFDK12/",82,7,2,0
"15052",399070,"l8F2QATC/",77,7,2,0
"15053",399074,"l8F2QATC/",82,7,1,0
"15054",399220,"MJrFInOg/",3,1,2,1
"15055",399229,"MJrFInOg/",10,1,1,1
"15056",399237,"MJrFInOg/",16,1,2,1
"15057",399266,"MJrFInOg/",35,7,1,0
"15058",399302,"MJrFInOg/",62,1,2,1
"15059",399307,"MJrFInOg/",67,7,1,0
"15060",399319,"MJrFInOg/",75,7,2,0
"15061",399326,"MJrFInOg/",80,7,2,0
"15062",399327,"MJrFInOg/",80,7,1,0
"15063",399333,"MJrFInOg/",84,1,2,1
"15064",399334,"MJrFInOg/",84,7,2,0
"15065",399339,"MJrFInOg/",88,1,2,1
"15066",399558,"Uc5V9x1R/",4,1,1,1
"15067",399567,"Uc5V9x1R/",11,1,1,1
"15068",399582,"Uc5V9x1R/",26,1,1,1
"15069",399585,"Uc5V9x1R/",28,1,2,1
"15070",399614,"Uc5V9x1R/",52,7,2,0
"15071",399626,"Uc5V9x1R/",64,7,2,0
"15072",399636,"Uc5V9x1R/",70,7,1,0
"15073",399641,"Uc5V9x1R/",74,7,1,0
"15074",399648,"Uc5V9x1R/",77,7,2,0
"15075",399892,"AZ393uos/",58,7,1,0
"15076",399893,"AZ393uos/",58,7,2,0
"15077",399897,"AZ393uos/",60,1,1,1
"15078",399906,"AZ393uos/",70,7,2,0
"15079",399910,"AZ393uos/",75,1,1,1
"15080",399917,"AZ393uos/",79,7,1,0
"15081",399919,"AZ393uos/",82,7,2,0
"15082",399925,"AZ393uos/",87,7,1,0
"15083",400613,"IcOKtWDg/",29,1,1,1
"15084",400651,"IcOKtWDg/",60,7,2,0
"15085",400652,"IcOKtWDg/",60,7,2,0
"15086",400656,"IcOKtWDg/",65,7,1,0
"15087",400670,"IcOKtWDg/",76,1,2,1
"15088",400680,"IcOKtWDg/",86,7,1,0
"15089",400683,"IcOKtWDg/",88,7,2,0
"15090",400686,"IcOKtWDg/",90,7,1,0
"15091",400689,"IcOKtWDg/",90,1,2,1
"15092",401024,"6Jt7hTC5/",31,1,2,1
"15093",401056,"6Jt7hTC5/",54,1,1,1
"15094",401064,"6Jt7hTC5/",65,1,2,1
"15095",401067,"6Jt7hTC5/",67,7,1,0
"15096",401076,"6Jt7hTC5/",73,7,1,0
"15097",401085,"6Jt7hTC5/",78,7,1,0
"15098",401096,"6Jt7hTC5/",84,7,2,0
"15099",401111,"6Jt7hTC5/",90,7,2,0
"15100",401113,"6Jt7hTC5/",90,7,2,0
"15101",401333,"0td14GOl/",39,1,1,1
"15102",401361,"0td14GOl/",53,7,2,0
"15103",401375,"0td14GOl/",63,7,2,0
"15104",401387,"0td14GOl/",71,7,1,0
"15105",401389,"0td14GOl/",73,7,2,0
"15106",401393,"0td14GOl/",77,7,1,0
"15107",401404,"0td14GOl/",84,7,1,0
"15108",401472,"2obO0i5P/",57,1,1,1
"15109",401478,"2obO0i5P/",64,7,2,0
"15110",401491,"2obO0i5P/",74,7,2,0
"15111",401504,"2obO0i5P/",81,7,2,0
"15112",401505,"2obO0i5P/",82,1,1,1
"15113",401508,"2obO0i5P/",84,1,2,1
"15114",401513,"2obO0i5P/",87,7,1,0
"15115",401516,"2obO0i5P/",89,7,1,0
"15116",401517,"2obO0i5P/",90,1,1,1
"15117",401518,"2obO0i5P/",90,7,1,0
"15118",401566,"4pkwOBGg/",50,1,2,1
"15119",401567,"4pkwOBGg/",52,1,1,1
"15120",401571,"4pkwOBGg/",55,1,2,1
"15121",401575,"4pkwOBGg/",59,7,1,0
"15122",401585,"4pkwOBGg/",64,7,1,0
"15123",401598,"4pkwOBGg/",73,7,2,0
"15124",401609,"4pkwOBGg/",81,1,1,1
"15125",401612,"4pkwOBGg/",86,7,2,0
"15126",401615,"4pkwOBGg/",88,1,1,1
"15127",401624,"4pkwOBGg/",90,7,1,0
"15128",401629,"Aimbfkrg/",3,1,2,1
"15129",401638,"Aimbfkrg/",11,1,1,1
"15130",401689,"Aimbfkrg/",45,7,2,0
"15131",401690,"Aimbfkrg/",45,7,2,0
"15132",401692,"Aimbfkrg/",49,1,1,1
"15133",401695,"Aimbfkrg/",55,1,1,1
"15134",401710,"Aimbfkrg/",69,7,1,0
"15135",401711,"Aimbfkrg/",69,7,2,0
"15136",401720,"Aimbfkrg/",78,7,1,0
"15137",401728,"Aimbfkrg/",87,7,1,0
"15138",401979,"CEGHkqnI/",45,7,2,0
"15139",401992,"CEGHkqnI/",58,7,2,0
"15140",401998,"CEGHkqnI/",63,1,2,1
"15141",401999,"CEGHkqnI/",64,7,1,0
"15142",402003,"CEGHkqnI/",69,1,2,1
"15143",402005,"CEGHkqnI/",73,7,1,0
"15144",402006,"CEGHkqnI/",75,1,2,1
"15145",402008,"CEGHkqnI/",82,7,1,0
"15146",402012,"CEGHkqnI/",87,7,2,0
"15147",402025,"d0BLVgJu/",7,1,1,1
"15148",402061,"d0BLVgJu/",44,1,2,1
"15149",402066,"d0BLVgJu/",48,1,2,1
"15150",402075,"d0BLVgJu/",54,1,1,1
"15151",402080,"d0BLVgJu/",59,1,2,1
"15152",402088,"d0BLVgJu/",65,7,1,0
"15153",402097,"d0BLVgJu/",73,7,2,0
"15154",402101,"d0BLVgJu/",77,7,1,0
"15155",402113,"d0BLVgJu/",87,7,2,0
"15156",402120,"d0BLVgJu/",90,7,2,0
"15157",402137,"hfJY4mFa/",15,1,2,1
"15158",402166,"hfJY4mFa/",45,7,2,0
"15159",402183,"hfJY4mFa/",60,7,1,0
"15160",402188,"hfJY4mFa/",66,7,2,0
"15161",402193,"hfJY4mFa/",68,7,1,0
"15162",402201,"hfJY4mFa/",74,7,1,0
"15163",402202,"hfJY4mFa/",75,7,2,0
"15164",402218,"hfJY4mFa/",90,1,2,1
"15165",402518,"IZgDRs7O/",54,7,1,0
"15166",402529,"IZgDRs7O/",58,7,1,0
"15167",402532,"IZgDRs7O/",60,7,2,0
"15168",402538,"IZgDRs7O/",64,7,2,0
"15169",402560,"IZgDRs7O/",80,7,1,0
"15170",402563,"IZgDRs7O/",83,7,2,0
"15171",402706,"MkLywlDI/",12,1,2,1
"15172",402716,"MkLywlDI/",26,1,1,1
"15173",402747,"MkLywlDI/",45,7,1,0
"15174",402763,"MkLywlDI/",62,7,2,0
"15175",402778,"MkLywlDI/",75,7,1,0
"15176",402783,"MkLywlDI/",79,7,2,0
"15177",402790,"MkLywlDI/",84,1,1,1
"15178",402799,"MkLywlDI/",89,7,2,0
"15179",402801,"MkLywlDI/",90,7,1,0
"15180",403019,"p2oW86nt/",19,1,2,1
"15181",403025,"p2oW86nt/",23,1,2,1
"15182",403055,"p2oW86nt/",45,7,1,0
"15183",403079,"p2oW86nt/",64,7,1,0
"15184",403098,"p2oW86nt/",74,7,1,0
"15185",403100,"p2oW86nt/",76,7,2,0
"15186",403102,"p2oW86nt/",79,1,2,1
"15187",403112,"p2oW86nt/",89,7,2,0
"15188",403170,"rix5xBVn/",45,1,1,1
"15189",403185,"rix5xBVn/",56,1,1,1
"15190",403190,"rix5xBVn/",60,7,2,0
"15191",403210,"rix5xBVn/",78,7,1,0
"15192",403218,"rix5xBVn/",82,7,2,0
"15193",403219,"rix5xBVn/",83,7,1,0
"15194",403222,"rix5xBVn/",87,1,1,1
"15195",403223,"rix5xBVn/",88,7,2,0
"15196",403224,"rix5xBVn/",88,7,1,0
"15197",403275,"Sp10UqN5/",58,7,1,0
"15198",403293,"Sp10UqN5/",75,7,2,0
"15199",403299,"Sp10UqN5/",78,7,2,0
"15200",403300,"Sp10UqN5/",81,7,1,0
"15201",403306,"Sp10UqN5/",87,7,2,0
"15202",403534,"viFU5Tag/",17,1,2,1
"15203",403568,"viFU5Tag/",49,1,1,1
"15204",403575,"viFU5Tag/",53,7,2,0
"15205",403579,"viFU5Tag/",63,7,1,0
"15206",403585,"viFU5Tag/",69,7,2,0
"15207",403595,"viFU5Tag/",75,7,1,0
"15208",403616,"viFU5Tag/",89,7,1,0
"15209",403626,"viFU5Tag/",90,7,2,0
"15210",403646,"W0lfeVSn/",24,1,1,1
"15211",403676,"W0lfeVSn/",45,7,2,0
"15212",403677,"W0lfeVSn/",45,7,2,0
"15213",403691,"W0lfeVSn/",58,7,1,0
"15214",403706,"W0lfeVSn/",71,7,2,0
"15215",403712,"W0lfeVSn/",75,7,1,0
"15216",403724,"W0lfeVSn/",86,1,1,1
"15217",403729,"W0lfeVSn/",90,7,1,0
"15218",403826,"xvkjdBDt/",4,1,1,1
"15219",403882,"xvkjdBDt/",44,1,1,1
"15220",403900,"xvkjdBDt/",58,7,2,0
"15221",403904,"xvkjdBDt/",61,1,1,1
"15222",403918,"xvkjdBDt/",73,7,2,0
"15223",403937,"xvkjdBDt/",86,7,1,0
"15224",403940,"xvkjdBDt/",87,7,1,0
"15225",403947,"xvkjdBDt/",90,7,1,0
"15226",403979,"YNHDjPWB/",33,1,2,1
"15227",403987,"YNHDjPWB/",45,7,1,0
"15228",404001,"YNHDjPWB/",60,7,2,0
"15229",404016,"YNHDjPWB/",70,7,1,0
"15230",404018,"YNHDjPWB/",74,1,1,1
"15231",404022,"YNHDjPWB/",80,7,2,0
"15232",404026,"YNHDjPWB/",85,1,1,1
"15233",404030,"YNHDjPWB/",87,7,1,0
"15234",404031,"YNHDjPWB/",87,7,2,0
"15235",404143,"0ttBimSB/",4,1,1,1
"15236",404156,"0ttBimSB/",20,1,2,1
"15237",404161,"0ttBimSB/",23,7,1,0
"15238",404222,"0ttBimSB/",68,1,2,1
"15239",404227,"0ttBimSB/",71,7,1,0
"15240",404233,"0ttBimSB/",77,7,1,0
"15241",404244,"0ttBimSB/",82,7,2,0
"15242",404256,"0ttBimSB/",90,1,2,1
"15243",404566,"j1ikL90C/",7,1,1,1
"15244",404568,"j1ikL90C/",11,1,2,1
"15245",404595,"j1ikL90C/",40,1,1,1
"15246",404618,"j1ikL90C/",60,1,2,1
"15247",404624,"j1ikL90C/",63,7,1,0
"15248",404629,"j1ikL90C/",72,7,1,0
"15249",404630,"j1ikL90C/",72,7,2,0
"15250",404647,"j1ikL90C/",83,7,2,0
"15251",404652,"j1ikL90C/",87,7,1,0
"15252",405346,"v1I9i5H5/",47,1,1,1
"15253",405359,"v1I9i5H5/",56,7,2,0
"15254",405372,"v1I9i5H5/",71,7,1,0
"15255",405373,"v1I9i5H5/",72,1,1,1
"15256",405379,"v1I9i5H5/",82,7,2,0
"15257",405382,"v1I9i5H5/",84,7,1,0
"15258",405383,"v1I9i5H5/",84,7,1,0
"15259",405441,"vXf53zve/",50,1,2,1
"15260",405455,"vXf53zve/",60,7,1,0
"15261",405456,"vXf53zve/",61,7,2,0
"15262",405482,"vXf53zve/",77,7,1,0
"15263",405491,"vXf53zve/",83,7,2,0
"15264",405493,"vXf53zve/",86,1,2,1
"15265",405494,"vXf53zve/",87,7,2,0
"15266",405506,"vXf53zve/",90,1,1,1
"15267",405544,"WC8nKTFI/",45,1,1,1
"15268",405558,"WC8nKTFI/",56,7,2,0
"15269",405559,"WC8nKTFI/",60,7,2,0
"15270",405560,"WC8nKTFI/",61,7,1,0
"15271",405577,"WC8nKTFI/",72,7,1,0
"15272",405584,"WC8nKTFI/",80,7,1,0
"15273",405585,"WC8nKTFI/",80,7,2,0
"15274",405721,"8tAQmNGU/",31,1,2,1
"15275",405756,"8tAQmNGU/",56,7,1,0
"15276",405789,"8tAQmNGU/",83,7,2,0
"15277",405804,"8tAQmNGU/",92,7,2,0
"15278",405807,"8tAQmNGU/",93,7,2,0
"15279",405940,"pUFQ69pm/",24,1,2,1
"15280",405966,"pUFQ69pm/",48,7,1,0
"15281",405985,"pUFQ69pm/",66,7,1,0
"15282",405998,"pUFQ69pm/",72,7,2,0
"15283",406004,"pUFQ69pm/",78,7,2,0
"15284",406012,"pUFQ69pm/",83,7,1,0
"15285",406022,"pUFQ69pm/",89,7,2,0
"15286",406202,"EqpFj7sI/",62,1,2,1
"15287",406207,"EqpFj7sI/",67,7,1,0
"15288",406212,"EqpFj7sI/",69,7,2,0
"15289",406227,"EqpFj7sI/",81,7,2,0
"15290",406229,"EqpFj7sI/",83,7,1,0
"15291",406230,"EqpFj7sI/",83,7,1,0
"15292",406243,"EqpFj7sI/",90,7,2,0
"15293",406416,"0t2t7SRb/",68,1,1,1
"15294",406427,"0t2t7SRb/",74,7,2,0
"15295",406428,"0t2t7SRb/",74,7,2,0
"15296",406432,"0t2t7SRb/",76,7,2,0
"15297",406446,"0t2t7SRb/",84,7,1,0
"15298",406448,"0t2t7SRb/",85,1,2,1
"15299",406494,"4E8X8lcn/",26,1,2,1
"15300",406514,"4E8X8lcn/",41,1,2,1
"15301",406519,"4E8X8lcn/",48,1,2,1
"15302",406529,"4E8X8lcn/",55,7,1,0
"15303",406530,"4E8X8lcn/",55,7,1,0
"15304",406538,"4E8X8lcn/",62,1,2,1
"15305",406541,"4E8X8lcn/",65,7,2,0
"15306",406542,"4E8X8lcn/",65,7,2,0
"15307",406555,"4E8X8lcn/",77,7,2,0
"15308",406556,"4E8X8lcn/",79,7,1,0
"15309",406563,"4E8X8lcn/",85,1,2,1
"15310",406568,"4E8X8lcn/",89,1,1,1
"15311",406676,"AHnPXnpI/",3,1,1,1
"15312",406728,"AHnPXnpI/",45,7,2,0
"15313",406757,"AHnPXnpI/",66,7,1,0
"15314",406767,"AHnPXnpI/",75,7,1,0
"15315",406771,"AHnPXnpI/",80,7,2,0
"15316",406783,"AHnPXnpI/",86,7,2,0
"15317",406786,"AHnPXnpI/",90,7,1,0
"15318",406789,"AHnPXnpI/",90,1,1,1
"15319",407047,"CWTLYSUB/",62,1,1,1
"15320",407052,"CWTLYSUB/",65,7,2,0
"15321",407056,"CWTLYSUB/",69,1,2,1
"15322",407058,"CWTLYSUB/",70,7,1,0
"15323",407059,"CWTLYSUB/",72,1,2,1
"15324",407073,"CWTLYSUB/",80,7,1,0
"15325",407075,"CWTLYSUB/",82,7,2,0
"15326",407080,"CWTLYSUB/",87,7,2,0
"15327",407180,"hnij4r1B/",14,1,1,1
"15328",407194,"hnij4r1B/",26,1,1,1
"15329",407217,"hnij4r1B/",45,7,2,0
"15330",407218,"hnij4r1B/",45,7,2,0
"15331",407219,"hnij4r1B/",46,1,2,1
"15332",407244,"hnij4r1B/",69,1,1,1
"15333",407245,"hnij4r1B/",71,7,2,0
"15334",407246,"hnij4r1B/",71,7,1,0
"15335",407253,"hnij4r1B/",76,7,1,0
"15336",407260,"hnij4r1B/",82,7,1,0
"15337",407373,"K07WqEFd/",5,1,1,1
"15338",407402,"K07WqEFd/",38,1,2,1
"15339",407403,"K07WqEFd/",40,1,1,1
"15340",407406,"K07WqEFd/",43,1,2,1
"15341",407437,"K07WqEFd/",78,7,2,0
"15342",407438,"K07WqEFd/",80,7,1,0
"15343",407443,"K07WqEFd/",84,7,2,0
"15344",407722,"OvkYPliP/",45,7,1,0
"15345",407728,"OvkYPliP/",56,1,1,1
"15346",407729,"OvkYPliP/",62,7,2,0
"15347",407737,"OvkYPliP/",67,7,2,0
"15348",407738,"OvkYPliP/",67,7,1,0
"15349",407747,"OvkYPliP/",74,1,1,1
"15350",407752,"OvkYPliP/",78,7,2,0
"15351",407753,"OvkYPliP/",80,7,1,0
"15352",407758,"OvkYPliP/",86,1,1,1
"15353",407970,"r5HwiApt/",32,1,2,1
"15354",407982,"r5HwiApt/",44,1,1,1
"15355",408001,"r5HwiApt/",62,7,1,0
"15356",408002,"r5HwiApt/",66,7,2,0
"15357",408007,"r5HwiApt/",70,7,1,0
"15358",408012,"r5HwiApt/",75,7,2,0
"15359",408015,"r5HwiApt/",78,7,2,0
"15360",408027,"r5HwiApt/",89,7,1,0
"15361",408058,"rPeM0wVa/",45,7,1,0
"15362",408063,"rPeM0wVa/",46,1,1,1
"15363",408071,"rPeM0wVa/",55,7,2,0
"15364",408083,"rPeM0wVa/",68,7,1,0
"15365",408084,"rPeM0wVa/",68,7,2,0
"15366",408088,"rPeM0wVa/",77,7,2,0
"15367",408093,"rPeM0wVa/",79,1,1,1
"15368",408096,"rPeM0wVa/",84,1,1,1
"15369",408101,"rPeM0wVa/",88,7,1,0
"15370",408208,"tSNCJmQp/",26,1,1,1
"15371",408210,"tSNCJmQp/",28,1,1,1
"15372",408231,"tSNCJmQp/",45,1,1,1
"15373",408232,"tSNCJmQp/",45,7,2,0
"15374",408233,"tSNCJmQp/",45,7,2,0
"15375",408251,"tSNCJmQp/",57,7,1,0
"15376",408252,"tSNCJmQp/",57,7,1,0
"15377",408261,"tSNCJmQp/",63,1,1,1
"15378",408262,"tSNCJmQp/",63,7,2,0
"15379",408272,"tSNCJmQp/",72,1,2,1
"15380",408274,"tSNCJmQp/",74,7,1,0
"15381",408393,"Wpv8JnUh/",7,1,2,1
"15382",408398,"Wpv8JnUh/",11,1,1,1
"15383",408441,"Wpv8JnUh/",45,7,2,0
"15384",408453,"Wpv8JnUh/",56,1,1,1
"15385",408471,"Wpv8JnUh/",70,7,2,0
"15386",408476,"Wpv8JnUh/",73,7,2,0
"15387",408481,"Wpv8JnUh/",78,7,1,0
"15388",408483,"Wpv8JnUh/",82,1,1,1
"15389",408484,"Wpv8JnUh/",83,7,1,0
"15390",408494,"Wpv8JnUh/",89,7,1,0
"15391",408513,"Yg0l56dB/",15,1,2,1
"15392",408525,"Yg0l56dB/",23,1,2,1
"15393",408540,"Yg0l56dB/",38,1,2,1
"15394",408545,"Yg0l56dB/",45,7,1,0
"15395",408566,"Yg0l56dB/",61,7,1,0
"15396",408570,"Yg0l56dB/",69,7,2,0
"15397",408587,"Yg0l56dB/",81,7,2,0
"15398",408590,"Yg0l56dB/",86,7,2,0
"15399",408606,"YycbUuCM/",7,1,1,1
"15400",408636,"YycbUuCM/",33,7,1,0
"15401",408648,"YycbUuCM/",43,1,1,1
"15402",408649,"YycbUuCM/",44,1,1,1
"15403",408650,"YycbUuCM/",45,7,1,0
"15404",408651,"YycbUuCM/",45,7,2,0
"15405",408694,"YycbUuCM/",72,7,2,0
"15406",408710,"YycbUuCM/",82,7,1,0
"15407",408715,"YycbUuCM/",86,7,2,0
"15408",408724,"zBte32GH/",1,1,1,1
"15409",408733,"zBte32GH/",9,1,1,1
"15410",408745,"zBte32GH/",16,1,1,1
"15411",408748,"zBte32GH/",19,1,1,1
"15412",408776,"zBte32GH/",51,1,1,1
"15413",408791,"zBte32GH/",60,7,2,0
"15414",408792,"zBte32GH/",60,7,2,0
"15415",408793,"zBte32GH/",60,7,2,0
"15416",408804,"zBte32GH/",66,7,1,0
"15417",408806,"zBte32GH/",68,1,2,1
"15418",408814,"zBte32GH/",76,7,1,0
"15419",408820,"zBte32GH/",85,7,1,0
"15420",408945,"zJ8w47U5/",16,1,1,1
"15421",408992,"zJ8w47U5/",56,7,1,0
"15422",408994,"zJ8w47U5/",57,7,2,0
"15423",409000,"zJ8w47U5/",60,7,1,0
"15424",409017,"zJ8w47U5/",73,7,2,0
"15425",409023,"zJ8w47U5/",78,7,1,0
"15426",409030,"zJ8w47U5/",84,7,2,0
"15427",409032,"zJ8w47U5/",86,1,1,1
"15428",409389,"fVBfrX2o/",15,1,1,1
"15429",409403,"fVBfrX2o/",34,1,2,1
"15430",409416,"fVBfrX2o/",44,1,2,1
"15431",409429,"fVBfrX2o/",56,1,2,1
"15432",409438,"fVBfrX2o/",64,7,1,0
"15433",409439,"fVBfrX2o/",64,7,1,0
"15434",409454,"fVBfrX2o/",73,7,2,0
"15435",409458,"fVBfrX2o/",77,7,1,0
"15436",409462,"fVBfrX2o/",83,7,2,0
"15437",409465,"fVBfrX2o/",88,1,2,1
"15438",409466,"fVBfrX2o/",89,7,2,0
"15439",409602,"KYhfVLdG/",32,7,1,0
"15440",409608,"KYhfVLdG/",39,1,1,1
"15441",409611,"KYhfVLdG/",44,1,1,1
"15442",409637,"KYhfVLdG/",65,7,2,0
"15443",409647,"KYhfVLdG/",73,7,2,0
"15444",409657,"KYhfVLdG/",80,7,1,0
"15445",409661,"KYhfVLdG/",84,7,1,0
"15446",409722,"lMYCI6qa/",45,7,1,0
"15447",409742,"lMYCI6qa/",65,7,2,0
"15448",409757,"lMYCI6qa/",79,7,2,0
"15449",409758,"lMYCI6qa/",79,7,1,0
"15450",409761,"lMYCI6qa/",83,7,2,0
"15451",409941,"MZAk15EO/",62,7,1,0
"15452",409959,"MZAk15EO/",74,7,1,0
"15453",409962,"MZAk15EO/",76,7,2,0
"15454",409974,"MZAk15EO/",87,7,1,0
"15455",409977,"MZAk15EO/",89,7,2,0
"15456",409978,"MZAk15EO/",89,7,2,0
"15457",409995,"nm9Oozop/",19,1,2,1
"15458",410015,"nm9Oozop/",45,7,2,0
"15459",410029,"nm9Oozop/",61,7,1,0
"15460",410032,"nm9Oozop/",64,7,2,0
"15461",410035,"nm9Oozop/",68,7,1,0
"15462",410036,"nm9Oozop/",68,7,1,0
"15463",410045,"nm9Oozop/",78,1,1,1
"15464",410047,"nm9Oozop/",79,1,1,1
"15465",410048,"nm9Oozop/",80,7,2,0
"15466",410059,"nm9Oozop/",94,1,2,1
"15467",410071,"rqCo2oaI/",11,1,1,1
"15468",410139,"rqCo2oaI/",56,7,2,0
"15469",410146,"rqCo2oaI/",62,7,1,0
"15470",410173,"rqCo2oaI/",75,7,2,0
"15471",410190,"rqCo2oaI/",83,7,1,0
"15472",410191,"rqCo2oaI/",84,7,1,0
"15473",410200,"rqCo2oaI/",90,7,2,0
"15474",410223,"rVpXVQEU/",8,1,2,1
"15475",410275,"rVpXVQEU/",45,7,1,0
"15476",410296,"rVpXVQEU/",64,7,1,0
"15477",410298,"rVpXVQEU/",65,7,2,0
"15478",410299,"rVpXVQEU/",66,7,2,0
"15479",410312,"rVpXVQEU/",74,1,1,1
"15480",410315,"rVpXVQEU/",81,7,2,0
"15481",410320,"rVpXVQEU/",85,7,1,0
"15482",410690,"xxxHiQY2/",59,7,1,0
"15483",410694,"xxxHiQY2/",63,7,2,0
"15484",410697,"xxxHiQY2/",64,1,1,1
"15485",410698,"xxxHiQY2/",67,7,1,0
"15486",410702,"xxxHiQY2/",73,7,2,0
"15487",410703,"xxxHiQY2/",73,7,2,0
"15488",410716,"xxxHiQY2/",85,7,1,0
"15489",410884,"rHDXSi3b/",55,7,1,0
"15490",410887,"rHDXSi3b/",64,7,1,0
"15491",410888,"rHDXSi3b/",66,7,2,0
"15492",410897,"rHDXSi3b/",75,7,2,0
"15493",410906,"rHDXSi3b/",82,7,1,0
"15494",410913,"rHDXSi3b/",90,7,2,0
"15495",410961,"4lTXmrYR/",45,7,1,0
"15496",410979,"4lTXmrYR/",60,7,1,0
"15497",410992,"4lTXmrYR/",76,7,2,0
"15498",410996,"4lTXmrYR/",77,7,1,0
"15499",411002,"4lTXmrYR/",80,7,2,0
"15500",411005,"4lTXmrYR/",84,1,1,1
"15501",411006,"4lTXmrYR/",86,7,2,0
"15502",411016,"4lTXmrYR/",94,1,1,1
"15503",411124,"rV0UPXos/",11,1,2,1
"15504",411137,"rV0UPXos/",25,1,1,1
"15505",411163,"rV0UPXos/",45,1,2,1
"15506",411165,"rV0UPXos/",50,7,2,0
"15507",411166,"rV0UPXos/",50,7,1,0
"15508",411171,"rV0UPXos/",55,7,1,0
"15509",411173,"rV0UPXos/",56,7,2,0
"15510",411182,"rV0UPXos/",70,7,1,0
"15511",411192,"rV0UPXos/",80,7,2,0
"15512",411206,"rV0UPXos/",90,1,2,1
"15513",411375,"GxfUbHaC/",17,1,1,1
"15514",411405,"GxfUbHaC/",52,1,2,1
"15515",411407,"GxfUbHaC/",55,7,1,0
"15516",411408,"GxfUbHaC/",55,7,1,0
"15517",411415,"GxfUbHaC/",67,7,1,0
"15518",411426,"GxfUbHaC/",75,7,2,0
"15519",411430,"GxfUbHaC/",82,7,2,0
"15520",411439,"GxfUbHaC/",89,7,2,0
"15521",411832,"fHtJKodb/",45,7,1,0
"15522",411835,"fHtJKodb/",51,1,1,1
"15523",411844,"fHtJKodb/",60,7,1,0
"15524",411845,"fHtJKodb/",61,7,2,0
"15525",411870,"fHtJKodb/",75,7,2,0
"15526",411873,"fHtJKodb/",78,7,1,0
"15527",411894,"fHtJKodb/",90,1,1,1
"15528",411971,"MZWKGpEB/",63,7,1,0
"15529",411974,"MZWKGpEB/",66,7,1,0
"15530",411989,"MZWKGpEB/",80,7,1,0
"15531",411994,"MZWKGpEB/",84,7,2,0
"15532",412000,"MZWKGpEB/",86,1,1,1
"15533",412006,"MZWKGpEB/",88,7,2,0
"15534",412007,"MZWKGpEB/",89,7,2,0
"15535",412106,"2aNeJvW1/",2,1,1,1
"15536",412143,"2aNeJvW1/",36,1,1,1
"15537",412148,"2aNeJvW1/",42,7,2,0
